4995,"CRUZEIRO DO SUL SA SERV AEREOS","SERVIÇOS DE TRANSPORTE E LOGÍSTICA","33258518000189","","CANCELADA","","RIO DE JANEIRO","RJ",""
5002,"CURTUME INDL NE B SA CURTINBRA","TEXTIL E VESTUÁRIO","13073580000199","","CANCELADA","","PORTO ALEGRE","RS",""
5010,"CURTUMES DO NORDESTE SA","TEXTIL E VESTUÁRIO","6269435000112","","CANCELADA","","SÃO LUÍS","MA",""
5029,"D F VASCONC SA OPT MEC A PREC","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61482725000158","","CANCELADA","GABRIEL@DFV.COM.BR","SÃO PAULO","SP",""
5037,"DACUNHA SA","SERVIÇOS DE TRANSPORTE E LOGÍSTICA","59172676000105","","CANCELADA","","SÃO BERNARDO DO CAMPO","SP",""
5045,"DADALTO SA","COMÉRCIO (ATACADO E VAREJO)","27179753000162","","CANCELADA","","VITÓRIA","ES",""
5061,"DATAMEC SA SIST PROC DE DADOS","COMUNICAÇÃO E INFORMÁTICA","33387382000107","","CANCELADA","arrochela@datamec.com.br","RIO DE JANEIRO","RJ",""
5070,"DE ANTONI SA MAQS IMPL AGRIC","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","88616735000195","","CANCELADA","","CAXIAS DO SUL","RS",""
5088,"DE MAIO GALLO S.A IND. COM. PÇS P/ AUTOM","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61146650000134","","CANCELADA","FISCAL@MASTRA.COM.BR","LIMEIRA","SP",""
5096,"DEDINI SA ADM E PARTICIPACOES","EMP. ADM. PARTICIPAÇÕES","54360912000101","","CANCELADA","","PIRACICABA","SP",""
5100,"DEDINI SA SIDERURGICA","METALURGIA E SIDERURGIA","48170765000104","","CANCELADA","","PIRACICABA","SP",""
5142,"DESTILARIA R S SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","47240585000180","","CANCELADA","","ASSIS","SP",""
5150,"DHB IND E COMERCIO SA","EMP. ADM. PARTICIPAÇÕES - MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS","92825900000196","","ATIVO","LUIZMANDELLI@DHB.COM.BR","PORTO ALEGRE","RS","BRASIL"
5169,"DIAMETRO EMPREENDIMENTOS SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60930468000107","","CANCELADA","","SÃO PAULO","SP",""
5177,"DISMAC INDUSTRIAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","4211850000190","","CANCELADA","","MANAUS","AM",""
5193,"DISTRIB PRODUTOS PETROLEO IPIRANGA S.A.","PETRÓLEO E GÁS","92689256000176","","CANCELADA","JMBORGES@IPIRANGA.COM.BR","PORTO ALEGRE","RS",""
5207,"DOHLER S.A.","TEXTIL E VESTUÁRIO","84683408000103","","ATIVO","PRESIDENCIA@DOHLER.COM.BR","JOINVILLE","SC","BRASIL"
5215,"DOMINIUM SA","ALIMENTOS","60646502000116","","CANCELADA","","SÃO PAULO","SP",""
5223,"DOVA SA","METALURGIA E SIDERURGIA","33387549000130","","CANCELADA","","RIO DE JANEIRO","RJ",""
5231,"DOW QUIMICA SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","60435351000157","","CANCELADA","","SÃO PAULO","SP",""
5240,"DROGARIA FARM CATARINENSE SA","COMÉRCIO (ATACADO E VAREJO)","84683481000177","","CANCELADA","","JOINVILLE","SC",""
5258,"RAIA DROGASIL S.A.","COMÉRCIO (ATACADO E VAREJO)","61585865000151","NM","ATIVO","RI@RAIADROGASIL.COM.BR","SÃO PAULO","SP","BRASIL"
5274,"DURATEX SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","61194080000158","","CANCELADA","VPFINANCEIRA.CORPORARTIVA@DURA","SÃO PAULO","SP",""
5312,"MUNDIAL S.A - PRODUTOS DE CONSUMO","TEXTIL E VESTUÁRIO","88610191000154","","ATIVO","MICHAEL.CEITLIN@MUNDIAL.COM","SÃO PAULO","SP","BRASIL"
5339,"ECISA ENG COM E INDUSTRIA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","33261561000101","","CANCELADA","GENESIO.COSTA@ECISA.COM.BR","RIO DE JANEIRO","RJ",""
5347,"EDISA HEWLETT-PACKARD SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","89411771000185","","CANCELADA","","BARUERI","SP",""
5355,"EDITORA DE GUIAS LTB SA","GRÁFICAS E EDITORAS","33270240000165","","CANCELADA","","RIO DE JANEIRO","RJ",""
5363,"EDN ESTIRENO DO NORDESTE SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","13565502000101","","CANCELADA","JESENISE@DOW.COM","CAMAÇARI","BA",""
5371,"EICOM ENG IND E COMERCIO SA","METALURGIA E SIDERURGIA","92696038000169","","CANCELADA","","CACHOEIRINHA","RS",""
5380,"ELECTRO AÇO ALTONA S/A","METALURGIA E SIDERURGIA","82643537000134","","ATIVO","RI@ALTONA.COM.BR","BLUMENAU","SC","BRASIL"
5398,"ELETRODIGI ELETR DIGITAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","51702975000100","","CANCELADA","","SÃO PAULO","SP",""
5401,"WESTINGHOUSE DO BRASIL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","33039322000101","","CANCELADA","","SÃO PAULO","SP",""
5410,"WEG SA","EMP. ADM. PARTICIPAÇÕES - MÁQUINAS, EQUIPAMENTOS, VEÍCULOS E PEÇAS","84429695000111","NM","ATIVO","ppolezi@weg.net","JARAGUÁ DO SUL","SC","BRASIL"
5428,"ELETROMOURA SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","10216117000160","","CANCELADA","paulos@moura.com.br","BELO JARDIM","PE",""
5436,"ELEVADORES SUR SA IND COM","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","90347840000118","","CANCELADA","","GUAÍBA","RS",""
5444,"ELGIN MAQUINAS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","52556578000122","","CANCELADA","","MOJI DAS CRUZES","SP",""
5460,"ELIZIARIO SA CORROC E ONIBUS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","92760891000100","","CANCELADA","","CAXIAS DO SUL","RS",""
5479,"ELUMA SA INDUSTRIA E COMERCIO","METALURGIA E SIDERURGIA","57488645000132","","CANCELADA","DRI@PARANAPANEMA.COM.BR","SANTO ANDRÉ","SP",""
5487,"EMBAUBA FLORESTAL SA","REFLORESTAMENTO","17992538000122","","CANCELADA","","SÃO PAULO","SP",""
5495,"EMBAUBA SA DES ENERGETICO","AGRICULTURA (AÇUCAR, ALCOOL E CANA)","51739530000197","","CANCELADA","","PORTO SEGURO","BA",""
5509,"EMBRAER EMP BRAS AERON SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60208493000181","","CANCELADA","INVESTOR.RELATIONS@EMBRAER.COM","SÃO JOSÉ DOS CAMPOS","SP",""
5525,"EMILIO ROMANI SA","AGRICULTURA (AÇUCAR, ALCOOL E CANA)","76491828000151","","CANCELADA","","CURITIBA","PR",""
5541,"EMPREENDS ADM COM ANNA SA","EMP. ADM. PARTICIPAÇÕES","61076998000100","","CANCELADA","","SÃO PAULO","SP",""
5550,"EMP BRAS COMPRES SA - EMBRACO","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","84720630000120","","CANCELADA","ENRICO_ZITO@EMBRACO.COM.BR","JOINVILLE","SC",""
5568,"EMP BRAS SOLDA ELETRICA SA","METALURGIA E SIDERURGIA","33220880000160","","CANCELADA","","RIO DE JANEIRO","RJ",""
5576,"EMPRESA ENERGÉTICA DE M.S. S.A.","ENERGIA ELÉTRICA","15413826000150","","ATIVO","MBOTELHO@ENERGISA.COM.BR","CAMPO GRANDE","MS","BRASIL"
5606,"INDS NUCLEARES DO BRASIL SA","OUTRAS ATIVIDADES INDUSTRIAIS","322818000120","","CANCELADA","","RIO DE JANEIRO","RJ",""
5622,"MASSA FALIDA DA ENCOL SA ENG COM E INDUSTRIA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","1556141000158","","CANCELADA","","BRASÍLIA","DF",""
5630,"GERAL DE CONCRETO S/A","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60405446000128","","CANCELADA","osmarm@votorantim-cimentos.com","SÃO PAULO","SP",""
5649,"ENGESA ENGO ESPECIALIZADOS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","56991888000126","","CANCELADA","","SÃO PAULO","SP",""
5657,"ENGEVIX ENGENHARIA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","33144940000103","","CANCELADA","","SÃO PAULO","SP",""
5665,"VILLARES MECANICA SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","47287784000144","","CANCELADA","","SÃO PAULO","SP",""
5690,"ERICSSON TELECOMUNICACOES SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","33067745000127","","CANCELADA","www.ericsson.com.br","SÃO PAULO","SP",""
5703,"ERNESTO NEUGEBAUER SA IND REU","ALIMENTOS","92749167000178","","CANCELADA","","PORTALEGRE","RN",""
5720,"ESCRITORIO CONS ENG ECEL SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60501533000189","","CANCELADA","","SÃO PAULO","SP",""
5738,"ESPLANADA CONF NE SA ESPLANORD","TEXTIL E VESTUÁRIO","7155310000124","","CANCELADA","","FORTALEZA","CE",""
5746,"ESPLANADA HOTEIS SA","HOSPEDAGEM E TURISMO","7344740000194","","CANCELADA","","FORTALEZA","CE",""
5754,"ESTACON ENGENHARIA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","4946406000112","","CANCELADA","tributos@estacon.com.br","BELÉM","PA",""
5762,"ETERNIT SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","61092037000181","NM","ATIVO","RI@ETERNIT.COM.BR","SÃO PAULO","SP","BRASIL"
5770,"EUCATEX SA IND E COMERCIO","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","56643018000166","N1","ATIVO","RI@EUCATEX.COM.BR","SÃO PAULO","SP",""
5797,"TROMBINI PAPEL E EMBALAGENS SA","PAPEL E CELULOSE","88209697000156","","CANCELADA","amsilva@trombini.com.br","CURITIBA","PR",""
5800,"FAB CHOCOLATE SATURNO SA","ALIMENTOS","82639535000171","","CANCELADA","","BLUMENAU","SC",""
5819,"SANTHER FAB.DE PAPEL SANTA THEREZINHA SA","PAPEL E CELULOSE","61101895000145","","CANCELADA","","SÃO PAULO","SP","BRASIL"
5827,"FAB TECIDOS CARLOS RENAUX SA - EM RECUPERAÇÃO JUDICIAL","TEXTIL E VESTUÁRIO","82981671000145","","SUSPENSO(A) - DECISÃO ADM","jorgepaulo@renaux.com.br","BRUSQUE","SC","BRASIL"
5835,"FAB VASELINA DA BAHIA SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","15147507000140","","CANCELADA","","SIMÕES FILHO","BA",""
5851,"FAB MIN ELETROD SOLD DENVER SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","22671564000199","","CANCELADA","","MONTES CLAROS","MG",""
5860,"FABRIMAR SA IND E COMERCIO","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","33064262000179","","CANCELADA","","RIO DE JANEIRO","RJ",""
5878,"FAE - FERRAGENS APARELHOS ELÉTRICOS S/A","METALURGIA E SIDERURGIA","7281413000130","","CANCELADA","contabilidade@fae.com.br","FORTALEZA","CE",""
5886,"FAROL SA IND GAUCHA FAR OLEOS","ALIMENTOS","89007009000138","","CANCELADA","","PORTO ALEGRE","RS",""
5894,"FATOR EMPREENDIMENTOS IMOBILIÁRIOS SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","62528930000170","","CANCELADA","","SÃO PAULO","SP","BRASIL"
5908,"FATSUI BRASIL SA EMP GERAL MIN","EXTRAÇÃO MINERAL","43709435000112","","CANCELADA","","SÃO PAULO","SP",""
5916,"FECULARIA BARBOSA MELLO SA","ALIMENTOS","23538796000136","","CANCELADA","","BELO HORIZONTE","MG",""
5924,"FERRAGENS DEMELLOT S/A","METALURGIA E SIDERURGIA","61196564000136","","CANCELADA","ECN.GR@UOL.COM.BR","SÃO PAULO","SP",""
5932,"FERTIBASE SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","43081082000159","","CANCELADA","","SÃO PAULO","SP",""
5940,"FERTIBRAS SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","61442109000173","","CANCELADA","LAIR.HANZEN@FERTIBRAS.COM.BR","OSASCO","SP",""
5959,"FERTIPLAN SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","61549754000190","","CANCELADA","","SÃO PAULO","SP",""
5967,"FERTISUL SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","94845930000190","","CANCELADA","","RIO GRANDE","RS",""
5975,"FIACAO TECELAGEM JUTA AMAZ SA","TEXTIL E VESTUÁRIO","4559803000131","","CANCELADA","IBSABBA@IBSABBA.COM.BR","MANAUS","AM",""
5983,"FIACAO E TECELAGEM SAO JOSE S/A - EM RECUPERAÇÃO JUDICIAL","TEXTIL E VESTUÁRIO","17159005000164","","ATIVO","OSCARFERREIRA2@GMAIL.COM","BARBACENA","MG",""
5991,"VICUNHA TEXTIL SA","TEXTIL E VESTUÁRIO","7332190000193","","CANCELADA","J.DISEP@VICUNHA.COM.BR","FORTALEZA","CE","BRASIL"
6009,"BRB CRED FINANC E INVEST SA","BANCOS","33136888000143","","CANCELADA","","RIO DE JANEIRO","RJ",""
6017,"FIBAM CIA INDUSTRIAL","METALURGIA E SIDERURGIA","61410395000195","","ATIVO","PPAPERINI@FIBAM.COM.BR","SÃO BERNARDO DO CAMPO","SP","BRASIL"
6025,"FICHET SA","METALURGIA E SIDERURGIA","61157764000180","","CANCELADA","","SANTO ANDRÉ","SP",""
6041,"INVESTIMENTOS BEMGE S.A.","EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL","1548981000179","","ATIVO","RELACIONAMENTO.REGULADORES@ITA","SÃO PAULO","SP","BRASIL"
6050,"FINANCIADORA BCN SA CFI","BANCOS","58128927000191","","CANCELADA","","BARUERI","SP",""
6068,"FINANCIADORA BRADESCO SA CFI","BANCOS","60495108000124","","CANCELADA","","SÃO PAULO","SP",""
6076,"FINANSINOS S/A-CRÉDITO, FINAN. E INVEST.","BANCOS","91669747000192","","ATIVO","MAURO@FINANSINOS.COM.BR","NOVO HAMBURGO","RS","BRASIL"
6084,"FINASA LEASING ARRENDAMENTO MERCANTIL SA","ARRENDAMENTO MERCANTIL","47896709000180","","CANCELADA","leasing@finasa.com.br","OSASCO","SP",""
6092,"BANCO FININVEST SA","BANCOS","33098518000169","","CANCELADA","","RIO DE JANEIRO","RJ",""
6106,"RHODIA-STER FIPACK SA","TEXTIL E VESTUÁRIO","15179682000119","","CANCELADA","","SÃO PAULO","SP",""
6114,"FIVES LILLE INDL NORDESTE SA","OUTRAS ATIVIDADES INDUSTRIAIS","12297305000196","","CANCELADA","","MACEIÓ","AL",""
6122,"FLAMEX SA IND COM EXP IMP","COMÉRCIO (ATACADO E VAREJO)","92779461000122","","CANCELADA","","PORTO ALEGRE","RS",""
6149,"FNV VEICULOS EQUIPS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60889193000105","","CANCELADA","","CRUZEIRO","SP",""
6157,"FB EMPREENDIMENTOS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","33160839000146","","CANCELADA","","SÃO PAULO","SP",""
6173,"FORJAS TAURUS SA","METALURGIA E SIDERURGIA","92781335000102","N2","ATIVO","ri@taurus.com.br","PORTO ALEGRE","RS","BRASIL"
6190,"FRANCISCO CASTRO CI E AGRIC SA","ALIMENTOS","6082564000105","","CANCELADA","","CAXIAS","MA",""
6203,"BFB LEASING S.A. ARRENDAMENTO MERCANTIL","ARRENDAMENTO MERCANTIL","43425008000102","","CANCELADA","","SÃO PAULO","SP","BRASIL"
6211,"FRAS-LE SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","88610126000129","N1","ATIVO","RI@FRAS-LE.COM","CAXIAS DO SUL","RS","BRASIL"
6220,"FRIGOBRAS CIA BRAS FRIGORIFICO","ALIMENTOS","60883212000196","","CANCELADA","","BARUERI","SP",""
6238,"BORELLA SA IND E COMERCIO","ALIMENTOS","91302034000196","","CANCELADA","","MARAU","RS",""
6246,"FRICASA ALIMENTOS SA","ALIMENTOS","83188110000156","","CANCELADA","","CANOINHAS","SC",""
6254,"SULINA ALIMENTOS SA","ALIMENTOS","92692433000173","","CANCELADA","","SÃO PAULO","SP",""
6262,"FRIGORIFICO NORTE MINAS SA","ALIMENTOS","22662951000169","","CANCELADA","","MONTES CLAROS","MG",""
6270,"FRIL FRIGORIF DA LUZ SA","ALIMENTOS","82902461000114","","CANCELADA","","JOAÇABA","SC",""
6297,"FRUTOS TROPICAIS SA","ALIMENTOS","13504691000102","","CANCELADA","","ESTÂNCIA","SE",""
6300,"FUJI ELETRIC NORDESTE SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","22669972000106","","CANCELADA","","MONTES CLAROS","MG",""
6319,"FUJIWARA HISATO SA COM IND","ALIMENTOS","61152047000165","","CANCELADA","","SÃO PAULO","SP",""
6327,"BS CONTINENTAL SA ULTL DOMEST","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60736279000106","","CANCELADA","","SÃO PAULO","SP",""
6343,"TUPY SA","METALURGIA E SIDERURGIA","84683374000149","NM","ATIVO","DRI@TUPY.COM.BR","JOINVILLE","SC",""
6360,"GARRA PARTICIPACOES SA","EMP. ADM. PARTICIPAÇÕES","42584326000153","","CANCELADA","","RIO DE JANEIRO","RJ",""
6378,"GAZOLA SA INDÚSTRIA METALURGICA","METALURGIA E SIDERURGIA","88611983000143","","CANCELADA","MARCO.BERTELLI@GAZOLA.COM.BR","CAXIAS DO SUL","RS",""
6386,"GEB VIDIGAL SA","EMP. ADM. PARTICIPAÇÕES","60688736000126","","CANCELADA","","SÃO PAULO","SP",""
6394,"GECOSA I INT GERVASIO COSTA SA","ALIMENTOS","6920516000130","","CANCELADA","","UNIÃO","PI",""
6408,"GELAR SA INDS ALIMENTICIAS","ALIMENTOS","4920633000179","","CANCELADA","","BELÉM","PA",""
6424,"GEMA SA EQUIPS INDUSTRIAIS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61090072000161","","CANCELADA","","SÃO PAULO","SP",""
6432,"GENERAL MOTORS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","59275792000150","","CANCELADA","","SÃO CAETANO DO SUL","SP",""
6440,"GEOTECNICA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","33143025000101","","CANCELADA","","RIO DE JANEIRO","RJ",""
6459,"GERMANI CIA PARANAENSE ALIMS","ALIMENTOS","79114203000169","","CANCELADA","","GASPAR","SC",""
6467,"GESTIO SA COMERCIO E INDUSTRIA","EMP. ADM. PARTICIPAÇÕES","42171157000120","","CANCELADA","","RIO DE JANEIRO","RJ",""
6475,"GETEC GUANABARA QUIM INDL SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","33311366000130","","CANCELADA","","SÃO GONÇALO","RJ",""
6483,"GLASSLITE SA IND DE PLASTICOS","OUTRAS ATIVIDADES INDUSTRIAIS","61338042000121","","CANCELADA","","SÃO PAULO","SP",""
6505,"VIA VAREJO S.A.","COMÉRCIO (ATACADO E VAREJO)","33041260065290","N2","ATIVO","GPA.RI@GRUPOPAODEACUCAR.COM.BR","SÃO CAETANO DO SUL","SP","BRASIL"
6513,"CIMOB PARTICIPAÇÕES SA","EMP. ADM. PARTICIPAÇÕES - CONSTRUÇÃO CIVIL, MAT. CONSTR. E DECORAÇÃO","34177279000103","","CANCELADA","CLAUDIOABEL@TERRA.COM.BR","SÃO PAULO","SP",""
6530,"GOYANA SA I BRAS MATS PLASTS","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","60946035000140","","CANCELADA","","SÃO PAULO","SP",""
6548,"GPC INDUSTRIA E COMERCIO SA","EMP. ADM. PARTICIPAÇÕES","42360925000193","","CANCELADA","","RIO DE JANEIRO","RJ",""
6564,"GRANIMAR SA MARMORES GRANITOS","EXTRAÇÃO MINERAL","61247854000161","","CANCELADA","","SÃO PAULO","SP",""
6572,"GRANOLEO SA CI SEMS OLEAGS DER","ALIMENTOS","88925029000125","","CANCELADA","FRANCISCO.AVILA@AVIPAL.COM.BR","PORTO ALEGRE","RS",""
6610,"GYPSUM DO NE SA IC DE GESSO","EXTRAÇÃO MINERAL","10737120000120","","CANCELADA","","PETROLINA","PE",""
6629,"HERCULES S/A - FABRICA DE TALHERES","METALURGIA E SIDERURGIA","92749225000163","","ATIVO","MICHAEL.CEITLIN@MUNDIAL.COM","SÃO PAULO","SP",""
6637,"FIBRASIL TEXTIL SA","TEXTIL E VESTUÁRIO","11136660000110","","CANCELADA","","PAULISTA","PE",""
6661,"HINDI CIA BRAS DE HABITACOES","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","60904810000102","","CANCELADA","","SÃO PAULO","SP",""
6670,"HOECHST BRASIL SA QUIM FARM","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","60861788000152","","CANCELADA","","SÃO PAULO","SP",""
6696,"HOTEIS E TURISMO GUANABARA SA","HOSPEDAGEM E TURISMO","33858168000191","","CANCELADA","htg@htg.net.br","BELO HORIZONTE","MG","BRASIL"
6700,"HOTEIS OTHON SA","HOSPEDAGEM E TURISMO","33200049000147","","ATIVO","DRM@OTHON.COM.BR","RIO DE JANEIRO","RJ","BRASIL"
6718,"HOTEIS TANNENHOF SA","HOSPEDAGEM E TURISMO","82602426000180","","CANCELADA","","JOINVILLE","SC",""
6734,"HOWA S.A. INDUSTRIAS MECANICAS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","60891751000177","","CANCELADA","","SÃO PAULO","SP",""
6742,"FERTILIZANTES SERRANA SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","60398989000165","","CANCELADA","vital.lopes@gruposerrana.com.b","SÃO PAULO","SP",""
6777,"POLIMIX CONCRETO S/A","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","34230979000106","","CANCELADA","","BARUERI","SP",""
6785,"ICAL IND DE CALCINACAO SA","EXTRAÇÃO MINERAL","17157264000156","","CANCELADA","","BELO HORIZONTE","MG",""
6793,"ICANOR SA ARAMES E CABOS","OUTRAS ATIVIDADES INDUSTRIAIS","10969780000136","","CANCELADA","","IGARASSU","PE",""
6807,"IFEMA SA I DE CONDS ELETRICOS","METALURGIA E SIDERURGIA","49867112000133","","CANCELADA","","VARGEM GRANDE PAULISTA","SP",""
6815,"IGB ELETRÔNICA SA","COMUNICAÇÃO E INFORMÁTICA","43185362000107","","ATIVO","RI@IGBELETRONICA.COM","MANAUS","AM",""
6831,"IMCOSUL SA","COMÉRCIO (ATACADO E VAREJO)","92783646000100","","CANCELADA","","PORTO ALEGRE","RS",""
6840,"IMPORTADORA DE FERRAGENS SA","COMÉRCIO (ATACADO E VAREJO)","4893996000162","","CANCELADA","","BELÉM","PA",""
6874,"INBRAC SA CONDUTORES ELETRICOS","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","61081972000142","","CANCELADA","sergio.aredes@inbrac.com.br","SANTA BRANCA","SP",""
6912,"IND BAHIANA DE LAJES SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","15102692000156","","CANCELADA","","SALVADOR","BA",""
6920,"IND BIOL FARMACEUTICA AMAZ SA","FARMACÊUTICOS E HIGIENE","4932265000189","","CANCELADA","","BELÉM","PA",""
6947,"IND CERAMICA AMAZONIA SA INCA","EXTRAÇÃO MINERAL","4990958000128","","CANCELADA","","ANANINDEUA","PA",""
6955,"IND AZULEJOS BAHIA SA","CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO","15126626000116","","ATIVO","VENICIO.LIVRAMENTO@ELIANE.COM","CAMAÇARI","BA","BRASIL"
6963,"IND BEBS ANTARCTICA AMAZ  SA","BEBIDAS E FUMO","4393401000100","","CANCELADA","","MANAUS","AM",""
6971,"IND BEBS ANTARCTICA MG SA","BEBIDAS E FUMO","17317686000141","","CANCELADA","","VESPASIANO","MG",""
6980,"IND BEBS ANTARCTICA NORTE-NORDESTE SA","BEBIDAS E FUMO","15182652000161","","CANCELADA","","CAMAÇARI","BA",""
6998,"IND BEBS ANTARCTICA PIAUI SA","BEBIDAS E FUMO","5234760000187","","CANCELADA","","TERESINA","PI",""
7005,"IND BEBS ANTARCTICA POLAR SA","BEBIDAS E FUMO","95424479000108","","CANCELADA","","PORTO ALEGRE","RS",""
7013,"IND CALCADOS ERNO SA","TEXTIL E VESTUÁRIO","89716138000103","","CANCELADA","","ESTÂNCIA VELHA","RS",""
7021,"CICANORTE IND DE CONS ALIM SA","ALIMENTOS","10790616000167","","CANCELADA","LUIS.C.GALVAO@UNILEVER.COM","IGARASSU","PE",""
7048,"SADOKIN SA ELETRICA ELETRONICA","METALURGIA E SIDERURGIA","49039936000115","","CANCELADA","","SÃO PAULO","SP",""
7056,"CIRCULO S/A","TEXTIL E VESTUÁRIO","84043009000170","","CANCELADA","JOSE.COMPER@CIRCULO.COM.BR","GASPAR","SC",""
7064,"IND MAQS AGRICOLAS FUCHS SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","90724345000180","","CANCELADA","alex@imasa.com.br","IJUÍ","RS","BRASIL"
7072,"IND DE MAQS AGRICOLAS IDEAL SA","MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS","95814083000169","","CANCELADA","","SANTA ROSA","RS",""
7080,"IND PAPEIS SANTO AMARO SA","PAPEL E CELULOSE","15891435000140","","CANCELADA","","SANTO AMARO","BA",""
7099,"IND PAPEL PAPELAO S.ROBERTO SA","EMBALAGENS","60432648000169","","CANCELADA","","SÃO PAULO","SP",""
7102,"IND DE PAPEL PIRACICABA SA","PAPEL E CELULOSE","51329092000199","","CANCELADA","","PIRACICABA","SP",""
7218,"IND METALURGICA IGUACU SA","METALURGIA E SIDERURGIA","30819585000137","","CANCELADA","","NOVA IGUAÇU","RJ",""
7234,"MASTER IND PLAST CEARENSE SA","QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA","7645294000158","","CANCELADA","MASTER@MASTERFLEX.IND.BR","FORTALEZA","CE",""
7242,"SEMER SA","METALURGIA E SIDERURGIA","61364725000153","","CANCELADA","","SÃO PAULO","SP",""
7269,"IND TEXTIL JARITA SA","TEXTIL E VESTUÁRIO","84430610000115","","CANCELADA","","JARAGUÁ DO SUL","SC",""
7277,"INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.","EMP. ADM. PARTICIPAÇÕES - METALURGIA E SIDERURGIA","92690817000157","","CANCELADA","INFORM@GERDAU.COM.BR","PORTO ALEGRE","RS",""
7285,"INDL ARTE TECNICA S.A.","METALURGIA E SIDERURGIA","92750132000159","","CANCELADA","","PORTO ALEGRE","RS",""
7307,"INDL E COML BRAS SA INCOBRASA","ALIMENTOS","92721315000146","","CANCELADA","","PORTO ALEGRE","RS",""
7340,"INDS ALIMCS ITACOLOMY SA ITASA","ALIMENTOS","18135624000181","","CANCELADA","","MONTES CLAROS","MG",""
